,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,tags,counts_rv_eng,all_time_peak,24h_peak
249,678800,SAS: Zombie Assault 4,Ninja Kiwi,Ninja Kiwi,,5836,976,0,"500,000 .. 1,000,000",1425,0,118,0,0,0,0,261,"['Free to Play', 'Zombies', 'Multiplayer', 'Top-Down Shooter', 'Action', 'Co-op', 'Shooter', 'RPG', 'Survival', 'Top-Down', '2D', 'Singleplayer', 'Online Co-Op', 'Horror', 'Sci-fi', 'Gore', 'Violent', 'Casual', 'Atmospheric', 'FPS']",3503,1497,213
250,607260,McOsu,McKay,McKay,,4601,511,0,"500,000 .. 1,000,000",119,59,14,113,0,0,0,179,"['Rhythm', 'Free to Play', 'Anime', 'Music', 'Indie', 'VR', 'Difficult', 'Great Soundtrack', 'Singleplayer', 'Psychological Horror', 'Multiplayer', 'Hentai', '2D']",3076,374,193
251,211160,Viking: Battle for Asgard,"Creative Assembly, PC Port - Hardlight",SEGA,,1037,1115,0,"500,000 .. 1,000,000",555,0,110,0,1499,1499,0,10,"['Action', 'Adventure', 'Hack and Slash', 'Vikings', 'Singleplayer', 'Third Person', 'Fantasy', 'Open World', 'Strategy', 'Mythology', 'Controller', 'RPG', 'Gore', 'Action RPG', 'Co-op']",1066,790,10
252,950670,Gothic Playable Teaser,THQ Nordic Barcelona,THQ Nordic,,9990,3807,0,"500,000 .. 1,000,000",60,0,46,0,0,0,0,17,"['RPG', 'Singleplayer', 'Atmospheric', 'Gothic', 'Third Person', 'Exploration', 'Medieval', 'Gore', 'Fantasy', 'Action', 'Action RPG', 'Open World', 'Dark Fantasy']",4085,3105,17
253,70600,Worms Ultimate Mayhem,Team17 Digital Ltd,Team17 Digital Ltd,,4155,577,0,"500,000 .. 1,000,000",138,0,61,0,224,1499,85,108,"['Strategy', 'Multiplayer', 'Funny', 'Turn-Based', 'Turn-Based Strategy', 'Comedy', 'Action', 'Third Person', 'Destruction', 'Local Co-Op', 'Singleplayer', '3D Vision', 'Local Multiplayer', '3D', 'Co-op', 'Classic', 'Split Screen', 'Nostalgia', 'Online Co-Op']",1827,565,118
254,39510,Gothic II: Gold Edition,Piranha Bytes,THQ Nordic,,9583,760,0,"500,000 .. 1,000,000",461,9,45,9,999,999,0,855,"['RPG', 'Classic', 'Open World', 'Atmospheric', 'Singleplayer', 'Gothic', 'Fantasy', 'Story Rich', 'Dark Fantasy', 'Action', 'Third Person', 'Medieval', 'Replay Value', 'Adventure', 'Great Soundtrack', 'Dragons', 'Difficult', 'Action RPG', 'Magic', 'Pirates']",2107,1086,713
255,405310,LEGO MARVEL's Avengers,"Traveller's Tales, TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",,4997,686,0,"500,000 .. 1,000,000",1793,67,942,67,1999,1999,0,148,"['LEGO', 'Open World', 'Superhero', 'Adventure', 'Action', 'Multiplayer', 'Comedy', 'Local Co-Op', 'Funny', 'Third Person', 'Co-op', 'Singleplayer', 'Family Friendly', 'Local Multiplayer', 'Split Screen', 'Online Co-Op', 'Comic Book', 'Puzzle', 'Atmospheric', 'Casual']",1928,2092,118
256,1436930,Temple of Apshai Trilogy,"Epyx, Inc.",Pixel Games UK,,3,2,0,"500,000 .. 1,000,000",0,0,0,0,399,399,0,0,"['RPG', 'Dungeon Crawler', 'Retro', 'Hack and Slash', 'Pixel Graphics', 'Exploration', 'Action RPG', 'Character Customization', 'Tabletop', '2D', 'Top-Down', 'Swordplay', 'Fantasy', 'Underground', 'Magic', 'Medieval', 'Mythology', 'Adventure', 'Zombies', 'Old School']",4,2,0
257,428950,"Kivi, Toilet and Shotgun",16bit Nights,Back To Basics Gaming,,245,240,0,"500,000 .. 1,000,000",204,0,217,0,199,199,0,1,"['Indie', 'Action', 'Casual', 'Adventure', 'Pixel Graphics', '2D']",202,8869,5
258,690510,Immortal Soul: Black Survival,Nimble Neuron,"Nimble Neuron, Boltrend Global PTE.LTD",,3806,1002,0,"500,000 .. 1,000,000",504,0,91,0,0,0,0,175,"['Free to Play', 'Survival', 'Strategy', 'Anime', 'Indie', 'Multiplayer', 'Battle Royale', 'Nudity', 'RPG', 'PvP', 'Crafting', 'Adventure', 'Singleplayer', 'Sexual Content', 'Early Access', 'Horror', 'Psychological Horror', 'MOBA', 'Mature', 'Online Co-Op']",862,1708,192
259,224480,Octodad: Dadliest Catch,Young Horses,Young Horses,,8270,580,0,"500,000 .. 1,000,000",195,39,159,39,1499,1499,0,28,"['Comedy', 'Physics', 'Indie', 'Funny', 'Family Friendly', 'Adventure', 'Local Co-Op', 'Walking Simulator', 'Action', 'Singleplayer', 'Co-op', 'Puzzle', 'Short', 'Difficult', 'Simulation', 'Third Person', 'Intentionally Awkward Controls', 'Addictive', 'Great Soundtrack', 'Local Multiplayer']",6288,1810,25
260,206190,Gunpoint,Suspicious Developments,Suspicious Developments,,11896,304,0,"500,000 .. 1,000,000",360,0,191,0,999,999,0,6,"['Stealth', 'Indie', 'Puzzle', '2D', 'Pixel Graphics', 'Singleplayer', 'Comedy', 'Action', 'Strategy', 'Noir', 'Platformer', 'Great Soundtrack', 'Funny', 'Short', 'Hacking', 'Level Editor', 'GameMaker', 'Story Rich', 'Adventure', 'Sci-fi']",9776,2606,8
261,241540,State of Decay,Undead Labs,Xbox Game Studios,,14925,2740,0,"500,000 .. 1,000,000",794,0,373,0,0,0,0,25,"['Zombies', 'Survival', 'Open World', 'Action', 'Post-apocalyptic', 'RPG', 'Third Person', 'Base Building', 'Singleplayer', 'Sandbox', 'Simulation', 'Multiplayer', 'Exploration', 'Adventure', 'Horror', 'Third-Person Shooter', 'Survival Horror', 'Atmospheric', 'Co-op', 'Indie']",10046,10035,19
262,215830,Closers,Naddic Games,Naddic Games,,3324,1127,0,"500,000 .. 1,000,000",323,0,96,0,0,0,0,95,"['Anime', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Action', 'Hack and Slash', 'MMORPG', 'Multiplayer', 'Character Customization', 'JRPG', ""Beat 'em up"", 'Side Scroller', 'Nudity', 'Sexual Content', 'Singleplayer', 'Adventure', 'Great Soundtrack', 'Open World', 'Indie', 'Early Access']",2569,2063,85
263,992300,嗜血印 Bloody Spell,艺龙游戏,艺龙游戏,,21395,2900,0,"500,000 .. 1,000,000",1765,81,195,81,2499,2499,0,258,"['Sexual Content', 'Nudity', 'Mature', 'Female Protagonist', 'Action', 'Martial Arts', 'RPG', '3D', 'Hack and Slash', 'Singleplayer', 'Violent', 'Gore', 'Action RPG', 'Action Roguelike', 'Indie', 'FPS', '3D Vision', 'Roguelike', 'Shooter', 'Early Access']",1362,4226,244
264,97100,Section 8: Prejudice,TimeGate Studios,Atari,,792,237,0,"500,000 .. 1,000,000",397,0,193,0,0,0,0,1,"['Action', 'FPS', 'Sci-fi', 'Shooter', 'Multiplayer', 'First-Person', 'Singleplayer']",730,521,3
265,667530,Drunken Wrestlers 2,Oleg Skutte,Gamegrustudio,,8319,932,0,"500,000 .. 1,000,000",289,0,69,0,0,0,0,151,"['Early Access', 'Physics', 'Fighting', 'Multiplayer', 'Character Customization', 'Level Editor', 'Martial Arts', '3D Fighter', 'Funny', 'Action', 'Simulation', 'Moddable', 'Competitive', 'Blood', 'Sports', 'Colorful', 'Free to Play', 'Programming', 'Party Game', 'PvP']",5472,688,132
266,238260,Pinball Arcade,FarSight Studios,FarSight Studios,,2718,1003,0,"500,000 .. 1,000,000",901,0,23,0,0,0,0,45,"['Pinball', 'Free to Play', 'Simulation', 'Arcade', 'Classic', 'Casual', 'Singleplayer', 'Multiplayer', 'Retro', 'Action', '1980s']",2450,417,37
267,201230,EverQuest II,Darkpaw Games,Daybreak Game Company,,1647,461,0,"500,000 .. 1,000,000",702,0,210,0,0,0,0,287,"['Free to Play', 'RPG', 'Massively Multiplayer', 'MMORPG', 'Crafting', 'Fantasy', 'Open World', 'Adventure', 'Multiplayer', 'Exploration', 'Action', 'Character Customization', 'Singleplayer', 'Sandbox', 'Classic', 'Third Person', 'First-Person', 'FPS']",1835,532,275
268,317470,Cubic Castles,Cosmic Cow LLC,Cosmic Cow LLC,,3128,1132,0,"500,000 .. 1,000,000",187,0,48,0,0,0,0,41,"['Free to Play', 'Open World Survival Craft', 'Building', 'Multiplayer', 'Sandbox', 'Open World', 'Massively Multiplayer', 'Crafting', 'Adventure', 'Cute', 'Survival', 'Casual', 'Indie', 'Co-op', 'Action', '3D Platformer', 'RPG', 'MMORPG', 'Singleplayer', '2D']",2258,1334,37
269,310370,The Way of Life Free Edition,"CyberCoconut, Fabio Ferrara",CyberCoconut,,4794,1665,0,"500,000 .. 1,000,000",26,0,18,0,0,0,0,0,"['Free to Play', 'Walking Simulator', 'Indie', 'First-Person', 'Singleplayer', 'Multiplayer', 'Adventure', 'Short', 'Simulation', 'Open World', 'Atmospheric', 'Survival', 'Great Soundtrack', 'Story Rich', 'Action', 'Family Friendly', 'Early Access', 'Funny', 'Strategy', 'VR']",4093,305,0
270,1154790,XIII,"Tower Five, PlayMagic",Microids,,209,769,0,"500,000 .. 1,000,000",0,0,0,0,2999,2999,0,35,"['FPS', 'Shooter', 'Stealth', 'PvP', 'Action', 'Comic Book', 'First-Person', 'Cartoony', 'Multiplayer', 'Singleplayer', 'Remake', 'Stylized', 'Conspiracy', 'Adventure', 'Violent', 'Classic', 'Cult Classic', 'Exploration', 'Comedy', 'Indie']",501,120,27
271,1203630,Record of Lodoss War-Deedlit in Wonder Labyrinth-,"Team Ladybug, WSS playground"," WSS playground, PLAYISM",,4761,325,0,"500,000 .. 1,000,000",248,0,373,0,1999,1999,0,25,"['Metroidvania', 'Based On A Novel', 'Female Protagonist', 'Exploration', 'Platformer', ""Beat 'em up"", '2D', 'RPG', 'Pixel Graphics', 'Cute', 'Controller', 'Anime', 'Surreal', 'Action', 'Fantasy', 'Singleplayer', 'Adventure', 'Indie', 'Great Soundtrack', 'Early Access']",2211,833,21
272,203750,Binary Domain,Devil's Details,SEGA,,5777,997,0,"500,000 .. 1,000,000",407,0,188,0,1499,1499,0,12,"['Action', 'Third-Person Shooter', 'Sci-fi', 'Cyberpunk', 'Robots', 'Shooter', 'Story Rich', 'Third Person', 'Transhumanism', 'Singleplayer', 'Futuristic', 'Adventure', 'Co-op', 'Multiplayer', 'Dystopian', 'Controller', 'Voice Control', 'Atmospheric', 'RPG', 'Great Soundtrack']",3506,1077,19
273,17500,Zombie Panic! Source,Zombie Panic! Team,Zombie Panic! Team,,6175,1109,0,"500,000 .. 1,000,000",737,0,39,0,0,0,0,66,"['Free to Play', 'Zombies', 'Multiplayer', 'Action', 'Survival', 'Horror', 'FPS', 'Mod', 'Indie', 'Co-op', 'First-Person', 'Online Co-Op', 'Shooter', 'Team-Based', 'Survival Horror', 'Adventure', 'Casual', 'Gore', 'Atmospheric', 'Dark']",3500,748,52
274,39190,Dungeon Siege,Gas Powered Games,Square Enix,,2538,617,0,"500,000 .. 1,000,000",522,6,333,6,699,699,0,69,"['RPG', 'Fantasy', 'Action RPG', 'Party-Based RPG', 'Classic', 'Hack and Slash', 'Adventure', 'Singleplayer', 'Dungeon Crawler', 'Isometric', 'Loot', 'Multiplayer', 'Co-op', 'Action', 'Real-Time with Pause', 'Open World', 'Great Soundtrack', 'Female Protagonist', 'Character Customization']",1807,373,74
275,991780,Notes of Soul,（Hong Kong）GKD Game Studio,（Hong Kong）GKD Game Studio,,16078,4596,0,"500,000 .. 1,000,000",4304,0,1116,0,2999,2999,0,252,"['Horror', 'Action', 'Massively Multiplayer', 'Sexual Content', 'Adventure', 'Indie', 'RPG', 'Nudity', 'Multiplayer', 'Strategy', 'Casual', 'Racing', 'Early Access', 'Mature', 'Online Co-Op', 'Co-op', 'Funny', 'Survival Horror', 'Third Person']",49,2968,205
276,433350,BlackShot: Mercenary Warfare FPS,Vertigo Games America,"Papaya Play, Vertigo Games America",,1573,1328,0,"500,000 .. 1,000,000",94,0,53,0,0,0,0,29,"['Free to Play', 'FPS', 'Action', 'Shooter', 'Multiplayer', 'Casual', 'First-Person', 'Online Co-Op', 'Massively Multiplayer', 'Zombies', 'Singleplayer', 'Post-apocalyptic', 'Funny', 'Open World', 'War', 'Co-op', 'Controller', 'Horror', 'Sexual Content', 'Indie']",899,2117,38
277,211400,Deadlight,"Tequila Works, S.L.",Xbox Game Studios,,9632,2563,0,"500,000 .. 1,000,000",232,0,245,0,374,1499,75,5,"['Zombies', 'Platformer', 'Indie', 'Action', 'Post-apocalyptic', 'Adventure', 'Atmospheric', 'Side Scroller', 'Singleplayer', 'Parkour', '2D', 'Survival', 'Horror', '2.5D', 'Puzzle', 'Great Soundtrack', 'Controller', 'Story Rich', 'Short', 'Noir']",5393,1663,7
278,613010,Secret in Story,Luo Zhi En,Luo Zhi En,,70,34,0,"500,000 .. 1,000,000",231,0,250,0,99,99,0,0,"['Indie', 'Adventure', 'Visual Novel']",12,8895,1
279,257730,Infinity Wars: Animated Trading Card Game,Lightmare Studios,"Lightmare Studios, Yodo1 Games",,2627,773,0,"500,000 .. 1,000,000",477,579,100,579,0,0,0,39,"['Free to Play', 'Trading Card Game', 'Turn-Based Strategy', 'Strategy', 'Deckbuilding', 'Card Game', 'Indie', 'Card Battler', 'Multiplayer', 'Tactical', 'Fantasy', 'Turn-Based', 'Early Access', 'Singleplayer', 'Hand-drawn', 'Futuristic', 'Zombies', 'Dragons', 'Robots', 'Sci-fi']",2309,1604,41
280,1296830,暖雪 Warm Snow,BadMudStudio,bilibili,,16056,1735,0,"500,000 .. 1,000,000",1664,560,1308,902,1799,1799,0,1082,"['Action Roguelike', 'Action', 'RPG', 'Mythology', 'Roguelike', 'Dark Fantasy', 'Character Customization', 'Top-Down', 'Multiple Endings', 'Foreign', 'Singleplayer', 'Demons', 'Story Rich', 'Indie', 'Adventure', '2D', 'Action-Adventure', 'Roguelite', 'Anime', 'Martial Arts']",625,44545,1028
281,410110,12 is Better Than 6,Ink Stains Games,HypeTrain Digital,,4756,873,0,"500,000 .. 1,000,000",288,0,334,0,999,999,0,19,"['Action', 'Shooter', 'Western', 'Top-Down Shooter', 'Singleplayer', 'Indie', 'Hand-drawn', '2D', 'Atmospheric', 'Adventure', 'Violent', 'Difficult', 'Gore', 'Blood', 'Great Soundtrack', 'Arcade', 'Stylized', 'Dark Humor', 'Top-Down', 'Funny']",1878,4366,16
282,107300,Breath of Death VII,Zeboyd Games,Zeboyd Games,,1118,212,0,"500,000 .. 1,000,000",73,0,30,0,299,299,0,2,"['JRPG', 'RPG', 'Funny', 'Indie', 'Retro', 'Comedy', 'Pixel Graphics', 'Singleplayer', 'Turn-Based', 'Parody', 'Short', '2D', 'Fantasy', 'Adventure', 'Old School', 'Horror']",973,45,4
283,32380,STAR WARS Jedi Knight: Dark Forces II,LucasArts,"LucasArts, Lucasfilm, Disney",,1333,387,0,"500,000 .. 1,000,000",39,1,14,1,599,599,0,14,"['Action', 'FPS', 'Classic', 'Sci-fi', 'Third Person', 'Singleplayer', 'First-Person', 'Multiplayer', 'Shooter', 'Space', 'Adventure', 'Great Soundtrack', 'FMV', 'Retro', ""1990's""]",1285,146,10
284,252530,OMSI 2: Steam Edition,MR-Software GbR,Aerosoft GmbH,,7668,1442,0,"500,000 .. 1,000,000",3716,317,558,439,2999,2999,0,1572,"['Automobile Sim', 'Simulation', 'Driving', 'Realistic', 'Singleplayer', 'Moddable', 'Multiplayer', 'Casual', 'TrackIR', 'First-Person', 'Open World', 'Relaxing', 'Adventure', 'Replay Value', 'Family Friendly', 'Physics', 'Atmospheric', 'Cult Classic', 'Management', 'Action']",2350,2129,1511
285,28000,Kane & Lynch 2: Dog Days,IO Interactive,Square Enix,,4885,2896,0,"500,000 .. 1,000,000",201,0,111,0,999,999,0,19,"['Action', 'Co-op', 'Crime', 'Third-Person Shooter', 'Shooter', 'Violent', 'Third Person', 'Atmospheric', 'Multiplayer', 'Mature', 'Singleplayer', 'Short', 'Heist', 'Nudity', 'Story Rich', 'Open World', 'Adventure', 'Local Co-Op', 'Great Soundtrack', 'Controller']",3265,276,13
286,250180,METAL SLUG 3,"SNK CORPORATION, Dotemu",SNK CORPORATION,,6634,768,0,"500,000 .. 1,000,000",215,0,180,0,799,799,0,54,"['Arcade', 'Classic', 'Action', 'Co-op', 'Side Scroller', 'Retro', 'Local Co-Op', 'Shooter', '2D', 'Online Co-Op', 'Great Soundtrack', 'Platformer', ""Shoot 'Em Up"", 'Multiplayer', 'Pixel Graphics', 'Old School', 'Difficult', 'Singleplayer', 'Comedy', 'Nostalgia']",3056,2879,27
287,1049800,BLOCKADE,Novalink,Novalink,,7435,2479,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,158,"['Free to Play', 'Action', 'FPS', 'Shooter', 'Multiplayer', 'Pixel Graphics', 'Massively Multiplayer', 'Indie', 'First-Person', 'Co-op', 'Zombies', 'Building', 'Early Access', 'Psychological Horror', 'Team-Based', 'Survival', 'Casual', 'Horror', 'Gore', 'Open World']",947,1138,153
288,228300,Remember Me,DONTNOD Entertainment,Capcom,,11778,2383,0,"500,000 .. 1,000,000",384,0,333,0,599,2999,80,35,"['Cyberpunk', 'Action', 'Female Protagonist', 'Sci-fi', 'Third Person', 'Adventure', 'Story Rich', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Dystopian', 'Futuristic', ""Beat 'em up"", 'Parkour', 'Linear', 'Beautiful', 'Action-Adventure', 'Hack and Slash', 'Fighting', 'Platformer']",5805,3048,26
289,58610,Wargame: European Escalation,Eugen Systems,Eugen Systems,,2332,661,0,"500,000 .. 1,000,000",579,0,258,0,999,999,0,35,"['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Simulation', 'Alternate History', 'Real Time Tactics', 'War', 'Singleplayer', 'Action', 'Multiplayer', 'Real-Time', 'Tactical', 'Indie', 'Tanks', 'Historical', 'Co-op', 'Replay Value']",1545,2197,40
290,385770,Time Clickers,Proton Studio Inc,,,4313,560,0,"500,000 .. 1,000,000",2293,0,249,0,0,0,0,206,"['Clicker', 'Free to Play', 'Casual', 'Indie', 'Action', 'Shooter', 'Singleplayer', 'FPS', 'Time Travel', 'Multiplayer', 'Voxel', 'Strategy', 'Simulation', 'Adventure', 'RPG', 'Relaxing', 'First-Person', 'Tower Defense', 'Idler', 'Point & Click']",2702,6968,196
291,99300,Renegade Ops,Avalanche Studios,SEGA,,2164,374,0,"500,000 .. 1,000,000",362,0,153,0,375,1500,75,18,"['Action', 'Twin Stick Shooter', 'Arcade', 'Top-Down', 'Local Co-Op', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Split Screen', 'Local Multiplayer', 'Racing', 'Shooter', 'Top-Down Shooter', 'Controller', 'Multiplayer', 'Singleplayer']",1321,483,14
